Observation ID,Name,Data Type,Longitude,Latitude,Color,Material,Town,Link to Picture,Pictures,"
Latitude",Open/Closed,Number of People,Price Range (CHF)
G1_L34,Bridge 1,Archways,46.52582,6.63696,Grey/Beige,Stone blocks,Lausanne,https://drive.google.com/file/d/1IwVziSS_SzjfTiT6XBxYPL4I4bcP2uEU/view?usp=sharing,N/A,N/A,N/A,N/A,N/A
G1_L35,Archway 3,Archways,46.52331,6.63522,Grey,Concrete/Stone,Lausanne,https://drive.google.com/file/d/1fe98D6zRybTpF7UJnNLvQbaUg974MViO/view?usp=sharing,N/A,N/A,N/A,N/A,N/A
G1_L36,Bridge 2,Archways,46.52141,6.63579,Beige,Stone masonry,Lausanne,https://drive.google.com/file/d/1lrAK4Q69XAurhojxGMtpx-0st3H_PBdE/view?usp=sharing,N/A,N/A,N/A,N/A,N/A
G1_L37,Archway 4,Archways,46.52202,6.63274,Grey/Cream,Cobblestone/Stone,Lausanne,https://drive.google.com/file/d/19ynzVXXOT-J5ew9AvA9CTTwSUE_HGrdD/view?usp=sharing,N/A,N/A,N/A,N/A,N/A
G1_L38,Door 2,Doors,46.52168,6.63458,Wood/Grey,Polished woood,Lausanne,https://drive.google.com/file/d/1ZLuN9aw9rmrBDBkGlt69IZfQgBvToGeZ/view?usp=sharing,N/A,N/A,N/A,N/A,N/A
G2_R0,Church 1,Church,8.971177,45.903413,N/A,N/A,Riva San Vitale,N/A,https://drive.google.com/file/d/1bq-Ij74kuEvE3TqYwtW4OT2Pgd2m9dol/view?usp=sharing,N/A,N/A,N/A,N/A
G2_R1,Church 2,Church,8.970751,45.904582,N/A,N/A,Riva San Vitale,N/A,https://drive.google.com/file/d/1bog7fpwTxFa2z72aCY-hk_s_3p8HM4R3/view?usp=sharing,N/A,N/A,N/A,N/A
G2_R2,Church 3,Church,8.969732,45.906739,N/A,N/A,Riva San Vitale,N/A,https://drive.google.com/file/d/1MPj_BkiVap7nr0gvkUa4XI8Y2QWDah4i/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_R3,Bell Tower 1,Bell Tower,8.971177,45.903413,N/A,N/A,Riva San Vitale,N/A,https://drive.google.com/file/d/1bq-Ij74kuEvE3TqYwtW4OT2Pgd2m9dol/view?usp=sharing,N/A,N/A,N/A,N/A
G2_R4,Bell Tower 2,Bell Tower,8.970751,45.904582,N/A,N/A,Riva San Vitale,N/A,https://drive.google.com/file/d/1bog7fpwTxFa2z72aCY-hk_s_3p8HM4R3/view?usp=sharing,N/A,N/A,N/A,N/A
G2_R5,Bell Tower 3,Bell Tower,8.969732,45.906739,N/A,N/A,Riva San Vitale,N/A,https://drive.google.com/file/d/1MPj_BkiVap7nr0gvkUa4XI8Y2QWDah4i/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_R6,School (Kindgergarten),School,8.971485,45.903435,N/A,N/A,Riva San Vitale,N/A,https://drive.google.com/file/d/1USexKZUvBPoIua1jbaSRAzBOdtK4378S/view?usp=sharing,N/A,N/A,N/A,N/A
G2_R7,School (Elementary),School,8.971731,45.90255,N/A,N/A,Riva San Vitale,N/A,https://drive.google.com/file/d/1VC5IEuztL0rRnu0K7O-WC1WLYAFfyEki/view?usp=sharing,N/A,N/A,N/A,N/A
G2_R8,School (Rainbow),School,8.974103,45.902911,N/A,N/A,Riva San Vitale,N/A,https://drive.google.com/file/d/1iAFMeMSvtHLG3Z-LUyCqsls1O29_Ciye/view?usp=sharing,N/A,N/A,N/A,N/A
G2_R9,Ballet Dance Studio,Art Studio,8.970422,45.904062,N/A,N/A,Riva San Vitale,N/A,https://drive.google.com/file/d/15TAI3mJGusmOXYb11APLOl4-Y1oqFDti/view?usp=sharing,N/A,N/A,N/A,N/A
G2_R10,Music Studio,Art Studio,8.970978,45.90345,N/A,N/A,Riva San Vitale,N/A,https://drive.google.com/file/d/12AP_1gbmBNLWacc45HtJeTHXBy7B3nkx/view?usp=sharing,N/A,N/A,N/A,N/A
G2_R11,Pottery Studio 1,Art Studio,8.971062,45.904954,N/A,N/A,Riva San Vitale,N/A,https://drive.google.com/file/d/1jahDRQM1u12hLotFlTLhiuH07wc4NwQ7/view?usp=sharing,N/A,N/A,N/A,N/A
G2_R12,Pottery Studio 2,Art Studio,8.971161,45.905044,N/A,N/A,Riva San Vitale,N/A,https://drive.google.com/file/d/14MmnjtbPsvFrj6pnyJX1ZoifFeQ28FLq/view?usp=sharing,N/A,N/A,N/A,N/A
G2_R13,Baptistry of Church 2,Cultural,8.970751,45.904582,N/A,N/A,Riva San Vitale,N/A,https://drive.google.com/file/d/1wlwrBgUssJcUbJaGbAEch7ir4Oy-BMA8/view?usp=sharing,N/A,N/A,N/A,N/A
G2_R14,Water Fountain,Cultural,8.971118,45.905776,N/A,N/A,Riva San Vitale,N/A,https://drive.google.com/file/d/1KnlIZHzCaJrakRJ7WtO3PeP6F_H7ABFx/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_R15,Flags outside rainbow school,Cultural,8.973594,45.902151,N/A,N/A,Riva San Vitale,N/A,https://drive.google.com/file/d/1cRXq-HILBBIc1jSbTliWHlyFNSHQwgWC/view?usp=sharing,N/A,N/A,N/A,N/A
G2_R16,Cemetery,Cultural,8.970111,45.898996,N/A,N/A,Riva San Vitale,N/A,https://drive.google.com/file/d/1khwM-93OIUm1_gn1IJ_RTPhYtLTQXtgH/view?usp=sharing,N/A,N/A,N/A,N/A
G2_R17,Shrine,Cultural,8.971996,45.901342,N/A,N/A,Riva San Vitale,N/A,https://drive.google.com/file/d/1wtDdkFWOmx7-PV6quldDVJ2olHIbjOzG/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_R18,Pig cop statues,House Decoration,8.973181,45.902264,N/A,N/A,Riva San Vitale,N/A,https://drive.google.com/file/d/1AS7AEj8o0CyNTZqTD2yDkMlXrbJZa-kH/view?usp=sharing,N/A,N/A,N/A,N/A
G2_R19,fake grass + tree,House Decoration,8.974542,45.901933,N/A,N/A,Riva San Vitale,N/A,https://drive.google.com/file/d/1qRXgOaWi3tkykMBlvQN5DmfF9m-0Nc8L/view?usp=sharing,N/A,N/A,N/A,N/A
G2_R20,Ornaments on tree + snowman,House Decoration,8.97469,45.900586,N/A,N/A,Riva San Vitale,N/A,https://drive.google.com/file/d/1NybVl104eCj14jZi1eylgXmjHGhwoP91/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_R21,Lady bug rock + bird house,House Decoration,8.97239,45.902092,N/A,N/A,Riva San Vitale,N/A,https://drive.google.com/file/d/17aDhTDzhFusdRHjZIlq7AmKhERWNVHo4/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_R22,Pots + Bells outside,House Decoration,8.972957,45.902227,N/A,N/A,Riva San Vitale,N/A,https://drive.google.com/file/d/1qhLO7lQBjgRYl18QfhN7VFGDrKc5-jC9/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_R23,Doormat + bunny on door ,House Decoration,8.972723,45.902215,N/A,N/A,Riva San Vitale,N/A,https://drive.google.com/file/d/1CQlcew4xiTsRv6QEYK03hUmirpHneYD6/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_R24,House painting,House Decoration,8.970857,45.901975,N/A,N/A,Riva San Vitale,N/A,https://drive.google.com/file/d/1YofMeDth2nlp0dsQ3irTf-IDIQN1oW1v/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_R25,Candy canes outside house,House Decoration,8.970417,45.903456,N/A,N/A,Riva San Vitale,N/A,https://drive.google.com/file/d/1It_ezkN8t_8I_hu3g_1euvAqxRpaH1O6/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_R26,Mushroom statue,House Decoration,8.970717,45.902181,N/A,N/A,Riva San Vitale,N/A,https://drive.google.com/file/d/1OFQi_Upzb2LN0unpvzKG0XYrK5lO2h7_/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_R27,Stained blue gold glass outside door,House Decoration,8.970881,45.904783,N/A,N/A,Riva San Vitale,N/A,https://drive.google.com/file/d/1BMTv6isFRGYoAWtSu3VvQy7W0bfagbjf/view?usp=sharing,N/A,N/A,N/A,N/A
G2_R28,Decoration outside of the gelato place,House Decoration,8.971091,45.905332,N/A,N/A,Riva San Vitale,N/A,https://drive.google.com/file/d/1mSxUhDlxOhWDgWr76B0wMDSpxJNpLGcp/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_R29,Door with lots of hanging stuff and on windows,House Decoration,NAN,NAN,N/A,N/A,Riva San Vitale,N/A,https://drive.google.com/file/d/12EC3P4-d35TYJ4MdWgmJZqA_hhp1uHc6/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_R30,Sun door ornament,House Decoration,8.970762,45.901704,N/A,N/A,Riva San Vitale,N/A,https://drive.google.com/file/d/1bwVoR9_YWAuvbDsgshw57fLNdUPhzHmu/view?usp=sharing,N/A,N/A,N/A,N/A
G2_R31,Owl door ornament,House Decoration,8.971899,45.901999,N/A,N/A,Riva San Vitale,N/A,https://drive.google.com/file/d/1D8p7ZsCu33MsYVfuRm_zE_nTksBmal_u/view?usp=sharing,N/A,N/A,N/A,N/A
G2_PC0,Community Center,Cultural,8.906015,45.904344,N/A,N/A,Porto Ceresio,N/A,https://drive.google.com/file/d/1LRPDo7McKzj_MPueiFtw0hd9gOFsInMe/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_PC1,Painting of a lady with the record player ,Art,8.906192,45.903874,N/A,N/A,Porto Ceresio,N/A,https://drive.google.com/file/d/1HJ6ICh8Cwmy1lCh6sKYVxgM3YIdtSpWG/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_PC2,Jesus Mural ,Cultural,8.906409,45.903915,N/A,N/A,Porto Ceresio,N/A,https://drive.google.com/file/d/1lA_4cf1mkfpplxL_73a9V7cxwklWkTgM/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_PC3,Graffiti (How Jaz),Art,8.90631,45.903813,N/A,N/A,Porto Ceresio,N/A,https://drive.google.com/file/d/1-idbPH_Pes0ytiXGtmkhSwkyzb5zck0H/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_PC4,City Center,Cultural,8.905809,45.903167,N/A,N/A,Porto Ceresio,N/A,https://drive.google.com/file/d/1jjLdl5x79Osd04Y3kzZ-W7zhZIfvId54/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_PC5,Christmas stocking,House Decoration,8.905376,45.902995,N/A,N/A,Porto Ceresio,N/A,https://drive.google.com/file/d/1VeSdttiib_vsUwrewOgdDAOkXuUAohQo/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_PC6,Ave Maria shrine,Cultural,8.904864,45.902729,N/A,N/A,Porto Ceresio,N/A,https://drive.google.com/file/d/1NYo-JcYkeXYv9-YTqa4t-bY1cfV44Bgg/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_PC7,Ambrosio Church (w bell),Church,8.904584,45.90256,N/A,N/A,Porto Ceresio,N/A,https://drive.google.com/file/d/1yoEDdty1rsldJDE_8kcmaOLn1tQVGGaa/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_PC8,Summer Camp Paintings,Art ,8.90428,45.902427,N/A,N/A,Porto Ceresio,N/A,https://drive.google.com/file/d/1Xw8xT-84XqmI-PvdBQ25zQ34PEk1VfA8/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_PC9,Crossing Sign,Art ,8.904269,45.902747,N/A,N/A,Porto Ceresio,N/A,https://drive.google.com/file/d/1ZkgEdxk5s04nfa2j9Q6mtAYhSXx-9J8K/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_PC10,Bus Sign (Caterpillar),Art ,8.904333,45.902977,N/A,N/A,Porto Ceresio,N/A,https://drive.google.com/file/d/1Vhk96dE6xND_nqSzCX7XUvO3MSu0OGYn/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_PC11,Horse Statue by door,House Decoration,8.90327,45.902832,N/A,N/A,Porto Ceresio,N/A,https://drive.google.com/file/d/1oK6DaRUNQcvExRjH2P1Ji3sSHC9KXfyU/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_PC12,Stop Sign Drawing,Art ,8.903156,45.902699,N/A,N/A,Porto Ceresio,N/A,https://drive.google.com/file/d/1qhFkh5Ee65SNK_ruZdwS0arSfyjRB2LW/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_PC13,Library,Cultural,8.903015,45.902848,N/A,N/A,Porto Ceresio,N/A,https://drive.google.com/file/d/1huuzrbny3u79dTp2wZ6fh2lww6Vje8h-/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_PC14,Musuem,Cultural,8.903255,45.902507,N/A,N/A,Porto Ceresio,N/A,https://drive.google.com/file/d/1VSaWfzL2eMifYzNetWSlxjQR1BvRM912/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_PC15,rock family (outside door),House Decoration,8.902459,45.902215,N/A,N/A,Porto Ceresio,N/A,https://drive.google.com/file/d/1owDnZAlC1sTF-E1DaBWSbARRiyWLPqZL/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_PC17,Sun & Moon (outside door),House Decoration,8.901662,45.901245,N/A,N/A,Porto Ceresio,N/A,https://drive.google.com/file/d/1ljYyoovkYtlh9D4QhREQZz3CY5k5DHXO/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_PC18,Kindergarten,Cultural,8.902405,45.901119,N/A,N/A,Porto Ceresio,N/A,https://drive.google.com/file/d/1o6lKhfJx5ipxmTq1e2ogUeQI7lvuiboe/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_PC19,minion street sign,Art Studio,8.901254,45.901316,N/A,N/A,Porto Ceresio,N/A,https://drive.google.com/file/d/1ywNUKNYAK1_0_WMpgBpA9sObl4yoCr6i/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_PC20,owl street sign,Art Studio,8.900431,45.900176,N/A,N/A,Porto Ceresio,N/A,https://drive.google.com/file/d/1PgWqvkIb2VV3wV7U7X_urq72xgQrelGV/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_PC21,Crossing Sign (near school),Art Studio,8.89925,45.900258,N/A,N/A,Porto Ceresio,N/A,https://drive.google.com/file/d/1OLCMlA9yS1c0gdKuScPbZAPDy3Hnd2mG/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_PC22,Gym,Cultural,8.899338,45.900837,N/A,N/A,Porto Ceresio,N/A,https://drive.google.com/file/d/1Flx_ZhZrWXUD3BThanvM-PSYWihAi-ub/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_PC23,Elemantry school,Cultural,8.89882,45.900553,N/A,N/A,Porto Ceresio,N/A,https://drive.google.com/file/d/1ZAkkrqm97K8s2DEguSissuoAcL6TfvX2/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_PC24,Bird Painting,Art Studio,8.898485,45.899948,N/A,N/A,Porto Ceresio,N/A,https://drive.google.com/file/d/1N5Qp9F--uRL1-b07jxm5idbjnhU9taIS/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_PC25,Flying house painting,Art Studio,8.898485,45.899948,N/A,N/A,Porto Ceresio,N/A,https://drive.google.com/file/d/1vlNKJPXrngzMd1kR4tpVymRq9eHgKiw-/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_PC26,Shooting start mosaic,House Decoration,8.897896,45.900196,N/A,N/A,Porto Ceresio,N/A,https://drive.google.com/file/d/1-Ed7wwtggKUIzl7hXeA4yrAlX_yXcZww/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_PC27,Stop Sign + Jesus,Art,8.897687,45.899962,N/A,N/A,Porto Ceresio,N/A,https://drive.google.com/file/d/1BassMQS-t7ZElsRbhH40C3gTfSBHjWP6/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_PC28,Gru,Art,8.897476,45.900333,N/A,N/A,Porto Ceresio,N/A,https://drive.google.com/file/d/1xy4Fq3Z8d4NZlT3sS4C2cezC6BwrD6Rd/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_PC29,Butterflies (outside door),House Decoration,8.896577,45.901238,N/A,N/A,Porto Ceresio,N/A,https://drive.google.com/file/d/1v1gQONKDD6gAB2fesvP9QAyNXehKuXhD/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_PC30,"Birds, flowers, snail pot (outside door)",House Decoration,8.897222,45.901965,N/A,N/A,Porto Ceresio,N/A,https://drive.google.com/file/d/1ZZP-elZtSBr1IYLqqwQtNVR5KstM7iVW/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_PC31,Reindeer on Roof,House Decoration,8.898186,45.90444,N/A,N/A,Porto Ceresio,N/A,https://drive.google.com/file/d/14jON43cYyP_Ovel_AJfpxx3sCTaEuTpT/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_PC32,Dog decor (outside door),House Decoration,8.898035,45.90447,N/A,N/A,Porto Ceresio,N/A,https://drive.google.com/file/d/1ZZP-elZtSBr1IYLqqwQtNVR5KstM7iVW/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_PC33,Community Board,Cultural,8.904484,45.903011,N/A,N/A,Porto Ceresio,N/A,https://drive.google.com/file/d/1yQOu1WCPXKKrFjtmpLZ4VpiOX1CqL5JA/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_L0,Cat Poster,Art,6.630774,46.521625,N/A,N/A,Lausanne,N/A,https://drive.google.com/file/d/1lixwXQG22x0Scn1AXTBytwZcRHTmVT2d/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_L1,Live Music Posters,Cultural,6.630783,46.521691,N/A,N/A,Lausanne,N/A,https://drive.google.com/file/d/1P8S5b3LbAajCoIB4ShHeG6wAgHrqJ0Ma/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_L2,Lion Paper Art,Art,6.630155,46.522837,N/A,N/A,Lausanne,N/A,https://drive.google.com/file/d/1hdXpBGjgELfMhrPg61zbWUdrPCi7qneS/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_L3,Vinyl Record Poster ,Art,6.629755,46.523354,N/A,N/A,Lausanne,N/A,https://drive.google.com/file/d/1r3wT4OJhA4eFNmv1AtKD3K4fjNQc5NU2/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_L4,Easter Chick,Cultural,6.630336,46.522676,N/A,N/A,Lausanne,N/A,https://drive.google.com/file/d/1A6DsyGBn7ULg_Ydwk92Zzo3J0MaWiDfn/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_L5,Church 1,Cultural,6.630867,46.522269,N/A,N/A,Lausanne,N/A,https://drive.google.com/file/d/1i-asJ-6CxWipAvd08yOk2JHPoCOb24aw/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_L6,Grafitti 1,Art,6.630678,46.522498,N/A,N/A,Lausanne,N/A,https://drive.google.com/file/d/174-r_kDs5x-nivl_eVpHCZaCkeL8hkjn/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_L7,Wall Art,Art,6.630707,46.522658,N/A,N/A,Lausanne,N/A,https://drive.google.com/file/d/1BLtOoRdeiJpL2K3tWFHA0UZ8P-vF1SPX/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_L8,Grafitti 2,Art,6.630775,46.522796,N/A,N/A,Lausanne,N/A,https://drive.google.com/file/d/1ESY-EEF2-IojPx7lEgHwiiI0sMMdMF4w/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_L9,Grafitti 3,Art,6.631265,46.523108,N/A,N/A,Lausanne,N/A,https://drive.google.com/file/d/1zv7aCncpMQzQTbxVaCNBFKDU97K2hUxL/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_L10,Church 2,Cultural,6.630935,46.523702,N/A,N/A,Lausanne,N/A,https://drive.google.com/file/d/1eVguaF9aD2QZNIOrwS5Q0m50_BJ9qY0r/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_L11,City Center,Cultural,6.633628,46.523677,N/A,N/A,Lausanne,N/A,https://drive.google.com/file/d/1SAF3BMMOlu40M2vPX73v-K6XVcem-zW5/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_L12,Lausanne By the Sea Art,Art,6.632048,46.522931,N/A,N/A,Lausanne,N/A,https://drive.google.com/file/d/1QilDmwfUWGhvdh3Z39x1igWVRedUdYm4/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_L13,Church 3,Cultural,6.631994,46.523881,N/A,N/A,Lausanne,N/A,https://drive.google.com/file/d/1OWJh5DjNjlV55YLLeuWm5JApba-Ieb5P/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_L14,Oldest Museum,Cultural,6.632098,46.522709,N/A,N/A,Lausanne,N/A,https://drive.google.com/file/d/19nyBurXEGgfOSe67oEKHiM09JMSfNMO5/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_L15,Grafitti 4,Art,6.631471,46.522784,N/A,N/A,Lausanne,N/A,https://drive.google.com/file/d/1GhxTolUenGeswEJd3eWRCDOlOMDoh1-3/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_L16,Pottery ,Art,6.633061,46.5227,N/A,N/A,Lausanne,N/A,https://drive.google.com/file/d/1DID59L-W_GHsLjYHg0pQ3CEp4p0hhpB7/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_L17,Heart Grafitti,Art,6.633104,46.52227,N/A,N/A,Lausanne,N/A,https://drive.google.com/file/d/1ch4jdRoeVKUgtAEZ_uGjoqpI4CA6Z0xz/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_L18,City Center 2,Cultural,6.632825,46.52172,N/A,N/A,Lausanne,N/A,https://drive.google.com/file/d/1ndeMqmefbnEmzm5rvR-lJyXiE0u_MEyr/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_L19,Mini Clock Tower Show,Cultural,6.633408,46.52156,N/A,N/A,Lausanne,N/A,https://drive.google.com/file/d/1RXMXoBIMyRI4GxKRmAHx3HaXO7BBQnf2/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_L20,Water Fountain + Statue,Cultural,6.63327,46.52177,N/A,N/A,Lausanne,N/A,https://drive.google.com/file/d/1P3t6gXhnPEFVRYivVHDInU4cGEvX11si/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_L21,LeBourg Flag,Cultural,6.633681,46.520777,N/A,N/A,Lausanne,N/A,https://drive.google.com/file/d/1X3rXDmIrJEKXbS9pHra7Yh-d6rhED0oH/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_L22,Fish symbol on drain,Art,6.633416,46.520977,N/A,N/A,Lausanne,N/A,https://drive.google.com/file/d/10UXChskqC7_xZw3TbDFBYpmA_Ru2O6qT/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_L23,Eye grafitti,Art,6.633055,46.520749,N/A,N/A,Lausanne,N/A,https://drive.google.com/file/d/1lGCSBtb4NxXjrDDxN__lIqCJCfwyiZHK/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_L24,Fairytale Grafitti,Art,6.632613,46.52151,N/A,N/A,Lausanne,N/A,https://drive.google.com/file/d/1EpKi3u8zgpLoNrpoucN4CdfiPjsM9mnI/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_L25,Hello Kitty Grafitti,Art,6.632555,46.521331,N/A,N/A,Lausanne,N/A,https://drive.google.com/file/d/10DXawXwZnFPJ4x-stuIUt20Gm0oo5qOl/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_L26,Manga Art,Art,6.6327,46.521432,N/A,N/A,Lausanne,N/A,https://drive.google.com/file/d/1h9HCMK3HohiKaGSAe-fILxemqZGZKbtv/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_L27,Education First Center,Cultural,6.63379,46.521059,N/A,N/A,Lausanne,N/A,https://drive.google.com/file/d/12tZXIOMMwyDyS86abfO5nyzOVuWgP1MX/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_L28,Live Music,Cultural,6.633321,46.521404,N/A,N/A,Lausanne,N/A,https://drive.google.com/file/d/1BT6ZMNek0pYQ8yaNAnvuXbLWt1KZBWmT/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_L29,Decorated Fire Hydrant,Art,6.633889,46.522258,N/A,N/A,Lausanne,N/A,https://drive.google.com/file/d/1JETk_-T5FZ_sW7w5I_XfKB3gMaz7dRfi/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_L30,Grafitti 5,Art,6.633912,46.522287,N/A,N/A,Lausanne,N/A,https://drive.google.com/file/d/1u3NPTAUvfpyL0SQhPI613Hb3D7t5z9mG/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_L31,Spider Grafitti,Art,6.634316,46.522495,N/A,N/A,Lausanne,N/A,https://drive.google.com/file/d/1lNtB_lkVdycWO3_0pnkByZiTnxKpKcaQ/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_L32,Big Cathedral,Cultural,6.63523,46.522623,N/A,N/A,Lausanne,N/A,https://drive.google.com/file/d/1ldmdM9o-PouqACrweG3VcXD7Qv5K4WBs/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_L33,Grafitti 6,Art,6.634421,46.522513,N/A,N/A,Lausanne,N/A,https://drive.google.com/file/d/1Avei0PMm-QHRrcSkOijUdHXrtwEUL2SC/view?usp=drive_link,N/A,N/A,N/A,N/A
G2_L34,Stained Glass in Cathedral,Cultural,6.63523,46.522623,N/A,N/A,Lausanne,N/A,https://drive.google.com/file/d/1OhtNHMYrI8fE1h64whrgj4GKcxOO2Txa/view?usp=drive_link,N/A,N/A,N/A,N/A
G3_R0,Pizzeria next to Villa,Restaurant,"8° 58' 13.536"" E",N/A,N/A,N/A,Riva,https://drive.google.com/file/d/1Qih6wP7vEBRdO79yU1TSFagHw3MaXp9c/view?usp=sharing,N/A,"45° 54' 16.404"" N",Closed,0.0,N/A
G3_R1,Osteria Degli Amici,Restaurant,"8° 58' 14.683"" E",N/A,N/A,N/A,Riva,https://drive.google.com/file/d/155kPTBKpz8Yoq8twpChENXeC0uBw8dZn/view?usp=sharing,N/A,"45° 54' 19.264"" N",Open,3.0,N/A
G3_R2,San Giorgio Coppe e Gelati,Restaurant,"8° 58' 16.306"" E",N/A,N/A,N/A,Riva,https://drive.google.com/file/d/16IXkMpaFdIiCo-SKoQDA98f1JYnDblSr/view?usp=sharing,N/A,"45° 54' 18.826"" N",Open,1.0,N/A
G3_R3,La Barberia old school haircut and shave,Personal Care and Health,"8° 58' 16.756"" E",N/A,N/A,N/A,Riva,https://drive.google.com/file/d/10enqxANVoh9g4X29VYs-HpCz_um0vvGk/view?usp=sharing,N/A,"45° 54' 19.015"" N",Open,2.0,N/A
G3_R4,Max Haug,Personal Care and Health,"8° 58' 16.467"" E",N/A,N/A,N/A,Riva,https://drive.google.com/file/d/1p0MbFAftWCxlPpWL9iAo8mGB9V86y5N5/view?usp=sharing,N/A,"45° 54' 19.903"" N",Closed,0.0,N/A
G3_R5,l'alter ego,Personal Care and Health,"8° 58' 16.530"" E",N/A,N/A,N/A,Riva,https://drive.google.com/file/d/16Ftn5B2DNsOUUIepaDODwrxi9YZiu1TG/view?usp=sharing,N/A,"45° 54' 20.026"" N",Closed,0.0,N/A
G3_R6,Endless beauty,Personal Care and Health,"8° 58' 17.033"" E",N/A,N/A,N/A,Riva,https://drive.google.com/file/d/1_mXxvMfZCuQcYO2kip2a9PVzJFQJD300/view?usp=sharing,N/A,"45° 54' 21.009"" N",Closed,0.0,N/A
G3_R7,Il Negozietto Di Maria,Retail & Clothing,"8° 58' 13.557"" E",N/A,N/A,N/A,Riva,https://drive.google.com/file/d/1Mi-AAnE-3hfm7sTpjPOGAdfz1JwJRDwq/view?usp=sharing,N/A,"45° 54' 22.044"" N",Closed,0.0,N/A
